mention_id,model_id,provider,model_name,release_date,source_url,benchmark_id,benchmark_name,raw_mention,mention_index,mention_prominence,mention_weight
mention_model_openai_gpt_5_2_2025_12_11_018,model_openai_gpt_5_2_2025_12_11,OpenAI,GPT-5.2,2025-12-11,https://openai.com/ko-KR/index/introducing-gpt-5-2/,benchmark_mmmlu,MMMLU,MMMLU,18,release_page_unspecified,1.0
mention_model_openai_gpt_5_2_2025_12_11_019,model_openai_gpt_5_2_2025_12_11,OpenAI,GPT-5.2,2025-12-11,https://openai.com/ko-KR/index/introducing-gpt-5-2/,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),HLE (Humanity's Last Exam),19,release_page_unspecified,1.0
mention_model_openai_gpt_5_2_2025_12_11_020,model_openai_gpt_5_2_2025_12_11,OpenAI,GPT-5.2,2025-12-11,https://openai.com/ko-KR/index/introducing-gpt-5-2/,benchmark_swe_lancer,SWE-Lancer,SWE-Lancer,20,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_001,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_gdpval_aa,GDPval-AA,GDPval-AA,1,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_002,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_terminal_bench,Terminal-bench,Terminal-bench,2,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_003,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_swe_bench_verified,SWE-bench verified,SWE-bench verified,3,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_004,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_osworld,OSWorld,OSWorld,4,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_005,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_tau_2_bench,TAU-2 bench,TAU-2 bench,5,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_006,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_scale_mcp_atlas,Scale MCP-Atlas,MCP-Atlas,6,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_007,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_browsecomp,BrowseComp,BrowseComp,7,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_008,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_hle_humanity_s_last_exam,HLE (Humanity's Last Exam),Humanity's Last Exam,8,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_009,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_finance_agent,Finance Agent,Finance Agent,9,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_010,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_arc_agi_2,ARC-AGI-2,ARC-AGI-2,10,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_011,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_gpqa_diamond,GPQA Diamond,GPQA Diamond,11,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_012,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU Pro,12,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_013,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_mmmlu,MMMLU,MMMLU,13,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_014,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_mrcr_v2,MRCR v2,MRCR v2,14,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_015,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_openrca,OpenRCA,OpenRCA,15,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_016,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_biglaw_bench,BigLaw Bench,BigLaw Bench,16,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_017,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_cybergym,CyberGym,CyberGym,17,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_018,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_graphwalks,GraphWalks,Graphwalks,18,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_019,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_swe_bench_multilingual,SWE-bench Multilingual,SWE-bench Multilingual,19,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_020,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_vending_bench_2,Vending-Bench 2,Vending-Bench 2,20,release_page_unspecified,1.0
mention_model_anthropic_claude_4_6_opus_2026_02_05_021,model_anthropic_claude_4_6_opus_2026_02_05,Anthropic,Claude 4.6 (Opus),2026-02-05,https://www.anthropic.com/news/claude-opus-4-6,benchmark_biopipelinebench,BioPipelineBench,BioPipelineBench,21,release_page_unspecified,1.0
