mention_id,model_id,provider,model_name,release_date,source_url,benchmark_id,benchmark_name,raw_mention,mention_index,mention_prominence,mention_weight
mention_model_openai_gpt_4_2023_03_14_001,model_openai_gpt_4_2023_03_14,OpenAI,GPT-4,2023-03-14,https://openai.com/ko-KR/index/gpt-4/,benchmark_uniform_bar_exam,Uniform Bar Exam,Uniform Bar Exam,1,release_page_unspecified,1.0
mention_model_openai_gpt_4_2023_03_14_002,model_openai_gpt_4_2023_03_14,OpenAI,GPT-4,2023-03-14,https://openai.com/ko-KR/index/gpt-4/,benchmark_biology_olympiad,Biology Olympiad,Biology Olympiad,2,release_page_unspecified,1.0
mention_model_anthropic_claude_2_2023_07_11_001,model_anthropic_claude_2_2023_07_11,Anthropic,Claude 2,2023-07-11,https://www.anthropic.com/news/claude-2,benchmark_uniform_bar_exam,Uniform Bar Exam,Uniform Bar Exam,1,release_page_unspecified,1.0
mention_model_anthropic_claude_2_2023_07_11_002,model_anthropic_claude_2_2023_07_11,Anthropic,Claude 2,2023-07-11,https://www.anthropic.com/news/claude-2,benchmark_gre,GRE,GRE,2,release_page_unspecified,1.0
mention_model_anthropic_claude_2_2023_07_11_003,model_anthropic_claude_2_2023_07_11,Anthropic,Claude 2,2023-07-11,https://www.anthropic.com/news/claude-2,benchmark_humaneval,HumanEval,HumanEval,3,release_page_unspecified,1.0
mention_model_anthropic_claude_2_2023_07_11_004,model_anthropic_claude_2_2023_07_11,Anthropic,Claude 2,2023-07-11,https://www.anthropic.com/news/claude-2,benchmark_gsm8k,GSM8K,GSM8K,4,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_001,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,1,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_002,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_big_bench_hard,Big-Bench Hard,Big-Bench Hard,2,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_003,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_drop,DROP,DROP,3,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_004,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_hellaswag,HellaSwag,HellaSwag,4,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_005,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_gsm8k,GSM8K,GSM8K,5,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_006,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_math,MATH,MATH,6,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_007,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_humaneval,HumanEval,HumanEval,7,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_008,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_natural2code,Natural2Code,Natural2Code,8,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_009,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,9,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_010,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_vqav2,VQAv2,VQAv2,10,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_011,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_textvqa,TextVQA,TextVQA,11,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_012,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_docvqa,DocVQA,DocVQA,12,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_013,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_infographic_vqa,Infographic VQA,Infographic VQA,13,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_014,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_mathvista,MathVista,MathVista,14,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_015,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_vatex,VATEX,VATEX,15,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_016,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_mcqa,MCQA,MCQA,16,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_017,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_covost_2,CoVoST 2,CoVoST 2,17,release_page_unspecified,1.0
mention_model_google_gemini_1_0_2023_12_06_018,model_google_gemini_1_0_2023_12_06,Google,gemini 1.0,2023-12-06,https://blog.google/innovation-and-ai/technology/ai/google-gemini-ai/,benchmark_fleurs,FLEURS,FLEURS,18,release_page_unspecified,1.0
mention_model_google_gemini_1_5_2024_02_15_001,model_google_gemini_1_5_2024_02_15,Google,Gemini 1.5,2024-02-15,https://blog.google/innovation-and-ai/products/google-gemini-next-generation-model-february-2024,benchmark_needle_in_a_haystack,Needle In A Haystack,Needle In A Haystack,1,release_page_unspecified,1.0
mention_model_google_gemini_1_5_2024_02_15_002,model_google_gemini_1_5_2024_02_15,Google,Gemini 1.5,2024-02-15,https://blog.google/innovation-and-ai/products/google-gemini-next-generation-model-february-2024,benchmark_mtob_benchmark,MTOB benchmark,MTOB benchmark,2,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_001,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,1,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_002,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_gpqa,GPQA,GPQA,2,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_003,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_gsm8k,GSM8K,GSM8K,3,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_004,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_math,MATH,MATH,4,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_005,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_mgsm,MGSM,MGSM,5,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_006,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_humaneval,HumanEval,HumanEval,6,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_007,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_drop,DROP,DROP,7,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_008,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_big_bench_hard,Big-Bench Hard,Big-Bench Hard,8,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_009,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_arc_agi,ARC-AGI,ARC-AGI,9,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_010,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_hellaswag,HellaSwag,HellaSwag,10,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_011,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,11,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_012,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_ai2d,AI2D,AI2D,12,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_013,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_needle_in_a_haystack,Needle In A Haystack,Needle In A Haystack,13,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_014,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_mathvista,MathVista,MathVista,14,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_015,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_docvqa,DocVQA,DocVQA,15,release_page_unspecified,1.0
mention_model_anthropic_claude_3_2024_03_04_016,model_anthropic_claude_3_2024_03_04,Anthropic,Claude 3,2024-03-04,https://www.anthropic.com/news/claude-3-family,benchmark_chartqa,ChartQA,ChartQA,16,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_001,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,1,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_002,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_gpqa,GPQA,GPQA,2,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_003,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_math,MATH,MATH,3,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_004,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_humaneval,HumanEval,HumanEval,4,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_005,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_mgsm,MGSM,MGSM,5,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_006,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_drop,DROP,DROP,6,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_007,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_m3exam,M3Exam,M3Exam,7,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_008,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,8,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_009,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_mathvista,MathVista,MathVista,9,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_010,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_ai2d,AI2D,AI2D,10,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_011,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_chartqa,ChartQA,ChartQA,11,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_012,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_docvqa,DocVQA,DocVQA,12,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_013,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_activitynet,ActivityNet,ActivityNet,13,release_page_unspecified,1.0
mention_model_openai_gpt_4o_2024_05_13_014,model_openai_gpt_4o_2024_05_13,OpenAI,GPT-4o,2024-05-13,https://openai.com/ko-KR/index/hello-gpt-4o/,benchmark_egoschema,EgoSchema,EgoSchema,14,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_001,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,1,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_002,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_gpqa,GPQA,GPQA,2,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_003,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_humaneval,HumanEval,HumanEval,3,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_004,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_gsm8k,GSM8K,GSM8K,4,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_005,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_math,MATH,MATH,5,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_006,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_mgsm,MGSM,MGSM,6,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_007,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_drop,DROP,DROP,7,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_008,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_big_bench_hard,Big-Bench Hard,Big-Bench Hard,8,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_009,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_mathvista,MathVista,MathVista,9,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_010,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_ai2d,AI2D,AI2D,10,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_011,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,11,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_012,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_docvqa,DocVQA,DocVQA,12,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_sonnet_2024_06_21_013,model_anthropic_claude_3_5_sonnet_2024_06_21,Anthropic,Claude 3.5 Sonnet,2024-06-21,https://www.anthropic.com/news/claude-3-5-sonnet,benchmark_chartqa,ChartQA,ChartQA,13,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_001,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_imo,IMO,IMO,1,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_002,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_aime,AIME,AIME,2,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_003,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_codeforces,Codeforces,Codeforces,3,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_004,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_gpqa,GPQA,GPQA,4,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_005,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_math,MATH,MATH,5,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_006,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_mathvista,MathVista,MathVista,6,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_007,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,7,release_page_unspecified,1.0
mention_model_openai_o1_2024_09_12_008,model_openai_o1_2024_09_12,OpenAI,o1,2024-09-12,https://openai.com/ko-KR/index/learning-to-reason-with-llms/,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,8,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_001,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_codeforces,Codeforces,Codeforces,1,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_002,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_humaneval,HumanEval,HumanEval,2,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_003,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_cybersecurity_ctfs,Cybersecurity CTFs,Cybersecurity CTFs,3,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_004,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,4,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_005,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_gpqa,GPQA,GPQA,5,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_006,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_math,MATH,MATH,6,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_007,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_aime,AIME,AIME,7,release_page_unspecified,1.0
mention_model_openai_o1_mini_2024_09_12_008,model_openai_o1_mini_2024_09_12,OpenAI,o1-mini,2024-09-12,https://openai.com/index/openai-o1-mini-advancing-cost-efficient-reasoning/,benchmark_jailbreak_eval,Jailbreak Eval,Jailbreak Eval,8,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_001,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_gpqa_diamond,GPQA Diamond,GPQA Diamond,1,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_002,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,2,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_003,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_humaneval,HumanEval,HumanEval,3,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_004,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_math,MATH,MATH,4,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_005,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_aime,AIME,AIME,5,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_006,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,MMMU / MMMU Pro,6,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_007,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_swe_bench_verified,SWE-bench verified,SWE-bench verified,7,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_008,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_tau_bench,Tau-bench,Tau-bench,8,release_page_unspecified,1.0
mention_model_anthropic_claude_3_5_haiku_2024_10_23_009,model_anthropic_claude_3_5_haiku_2024_10_23,Anthropic,Claude 3.5 Haiku,2024-10-23,https://www.anthropic.com/news/3-5-models-and-computer-use,benchmark_osworld,OSWorld,OSWorld,9,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_001,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,MMLU / MMLU-Pro,1,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_002,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_natural2code,Natural2Code,Natural2Code,2,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_003,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_bird_sql,Bird-SQL,Bird-SQL,3,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_004,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_livecodebench,LiveCodeBench,LiveCodeBench,4,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_005,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_facts_grounding,FACTS Grounding,FACTS Grounding,5,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_006,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_math,MATH,MATH,6,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_007,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_hiddenmath,HiddenMath,HiddenMath,7,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_008,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_gpqa,GPQA,GPQA,8,release_page_unspecified,1.0
mention_model_google_gemini_2_0_2024_12_11_009,model_google_gemini_2_0_2024_12_11,Google,Gemini 2.0,2024-12-11,https://blog.google/innovation-and-ai/models-and-research/google-deepmind/google-gemini-ai-update-december-2024/,benchmark_mrcr,MRCR,MRCR,9,release_page_unspecified,1.0
