latest_release_date,model_rows_with_benchmarks,resolved_mentions,unique_resolved_benchmarks,recent_365d_resolved_mentions,recent_365d_unique_benchmarks,facet_rows,facet_needs_review_rows,facet_legacy_seed_rows,facet_accepted_rows
2026-07-24,41,557,196,375,152,3330,3268,33,29
